226:5,9,5,1,7,7,1,4,3,2,2,3,6,8,5,2,1,8,6,5,2,6,3,5,8,4,1,7,8,8
227:1,7,2,1,7,2,4,5,5,7,6,5,1,6,8,8,5,8,2,5,1,4,1,9,9,2,6,2,7,7
228:8,5,4,2,1,2,3,9,9,3,4,5,3,8,1,9,7,7,3,6,4,2,8,3,2,1,9,9,8,5
229:1,6,8,6,3,2,5,1,2,4,2,5,4,3,6,4,8,1,6,6,1,4,8,7,9,4,2,2,9,9
230:2,9,5,3,2,2,3,5,5,2,7,4,1,1,6,7,3,2,8,7,2,2,1,9,6,2,9,4,3,7
231:9,7,1,7,7,3,5,3,6,2,2,5,4,4,9,5,4,1,5,6,8,8,7,6,4,5,3,6,6,2
232:3,8,4,9,6,5,8,1,6,8,9,8,6,1,6,4,8,8,5,7,6,1,9,7,7,5,5,8,5,6
233:3,2,9,4,5,1,6,8,7,2,4,4,6,9,8,1,5,9,8,5,9,4,5,6,3,1,9,1,3,3
234:7,8,9,5,7,3,5,8,1,8,6,1,9,6,6,1,1,8,7,3,3,9,1,1,7,1,1,8,6,4
235:1,2,6,3,7,5,3,3,4,8,2,7,4,8,7,8,8,4,6,9,8,7,3,9,4,9,8,6,6,9
236:6,1,6,8,4,2,9,8,4,1,6,6,9,7,6,9,4,2,4,8,1,6,9,7,4,6,2,1,9,7
237:9,8,2,7,5,6,9,9,3,8,9,6,4,9,1,6,5,9,1,1,4,2,5,6,9,3,3,6,4,8
238:7,1,2,6,1,4,1,5,5,7,2,1,8,5,7,2,7,4,9,8,7,8,2,2,7,6,6,1,7,5
239:2,5,5,8,8,7,1,1,2,2,8,4,2,7,9,2,9,2,5,5,6,9,2,7,2,4,9,3,7,2
240:1,1,3,7,7,7,2,9,5,4,7,2,5,4,3,1,5,1,3,4,6,7,4,7,3,3,9,5,9,3
241:4,6,1,1,2,4,1,3,5,7,9,1,3,6,2,3,7,4,6,8,5,3,4,1,2,3,7,8,5,4
242:2,3,5,6,5,5,6,9,2,6,4,7,1,8,3,2,5,1,4,2,8,6,1,9,3,9,1,4,6,9
243:3,4,5,3,8,5,3,5,3,4,2,8,7,4,5,4,8,7,8,6,5,4,8,2,3,1,1,4,4,6
244:2,2,7,6,9,1,4,9,3,4,4,2,1,3,3,6,9,1,2,1,6,2,4,7,9,4,7,9,1,4
245:9,5,4,9,7,3,5,2,2,2,7,6,5,3,8,6,6,5,5,2,4,1,8,4,9,8,4,8,5,5
246:2,3,8,7,2,9,2,2,2,9,3,8,9,3,1,3,2,3,9,1,1,2,2,1,9,9,5,8,2,3
247:6,5,8,2,9,5,4,8,4,7,6,7,1,1,5,9,1,4,7,1,5,9,9,1,8,9,5,1,8,8
248:8,9,6,7,6,3,9,6,6,4,4,4,6,1,5,9,6,2,2,1,8,5,2,3,4,4,2,9,4,1
249:6,6,5,3,8,6,2,4,1,4,1,4,9,5,9,5,6,3,6,9,3,5,2,5,3,9,7,7,7,8
250:6,6,5,8,2,9,5,4,1,6,6,4,7,6,4,2,5,1,3,9,5,8,6,2,2,8,2,5,3,2
251:8,8,2,1,4,1,4,5,2,3,7,5,3,8,9,7,4,9,2,6,7,4,1,1,8,6,8,8,3,5
252:4,2,8,8,4,6,3,7,5,5,2,8,2,4,4,4,1,6,3,4,7,1,7,1,4,8,1,8,3,7
253:7,4,4,7,1,8,6,5,8,3,4,2,2,4,6,6,6,7,5,9,9,8,3,5,5,9,7,2,3,7
254:2,7,7,1,7,1,4,5,6,1,4,5,5,3,2,5,7,5,8,3,2,4,3,3,6,7,4,7,9,4
255:7,4,8,6,7,6,1,4,7,1,9,5,7,5,6,4,2,9,4,5,2,3,9,5,5,4,6,6,1,2
256:6,8,7,9,2,6,3,4,8,8,8,3,8,3,7,1,7,6,6,3,4,9,3,1,7,5,1,9,3,2
257:4,2,8,8,1,5,8,6,4,3,9,4,2,4,8,8,2,9,1,7,7,1,9,5,4,5,2,6,7,8
258:7,8,5,7,8,3,4,5,2,7,7,1,2,7,4,3,8,3,2,1,1,2,8,4,9,7,9,8,2,9
259:2,1,5,4,3,8,9,3,7,3,7,4,4,3,6,8,2,1,8,4,6,9,7,4,3,8,6,2,8,1
260:3,9,7,8,1,3,4,8,8,3,5,5,5,5,5,1,3,8,4,4,4,6,5,6,3,5,3,5,9,9
261:3,7,5,7,1,7,5,6,2,5,9,1,8,5,1,3,5,5,3,8,1,6,5,2,9,3,2,4,6,9
262:8,7,7,2,3,9,4,1,8,7,7,9,5,8,5,5,5,6,1,8,5,9,8,6,5,7,3,7,1,5
263:3,3,9,5,8,4,7,2,8,2,3,3,5,5,6,6,6,2,4,5,7,6,8,5,1,4,2,2,4,2
264:9,5,5,9,9,2,2,4,7,7,9,4,3,1,5,2,8,1,6,4,3,9,9,2,7,5,3,8,1,3
265:2,7,9,5,4,1,6,1,6,7,1,3,6,3,9,5,8,7,6,3,3,4,1,4,3,5,4,7,7,5
266:1,2,6,3,7,5,3,3,4,8,2,7,4,8,7,8,8,4,6,9,8,7,3,5,4,9,8,6,6,9
267:9,1,1,9,5,9,4,4,3,7,3,5,6,3,8,4,1,8,8,1,7,1,7,5,3,9,2,3,8,4
268:2,4,6,8,5,7,9,7,7,6,2,7,6,3,8,9,8,6,9,1,2,2,9,7,3,6,8,6,2,7
269:7,3,2,7,1,4,9,6,1,1,4,9,6,1,2,5,4,5,6,5,1,6,5,2,4,2,3,1,7,9
270:5,2,8,8,2,3,3,6,1,2,9,5,8,1,5,5,1,9,8,5,7,2,8,8,5,1,8,7,2,5
271:6,4,5,4,3,9,7,9,3,3,3,2,9,6,3,1,2,9,4,7,6,3,3,1,4,5,7,9,8,6
272:7,3,6,5,5,3,4,4,7,6,3,1,9,8,2,8,4,2,8,8,4,6,7,4,3,8,4,7,3,4
273:3,6,9,9,3,1,9,8,6,8,7,7,4,7,8,7,2,2,1,1,7,4,5,9,1,7,5,6,8,5
274:2,1,8,8,6,9,1,5,9,9,7,1,7,9,9,7,1,3,9,9,3,9,8,1,3,2,1,4,3,9
275:2,2,2,6,8,2,6,2,4,9,8,3,8,5,5,6,5,1,5,7,5,3,2,6,3,7,1,5,5,1
276:5,8,8,5,9,2,1,1,5,1,8,6,4,9,1,6,8,5,9,9,8,3,3,2,9,4,8,2,6,8
277:7,4,6,5,3,5,6,6,5,4,6,7,6,8,7,4,1,7,9,3,1,2,4,3,5,6,8,5,9,4
278:1,8,9,7,1,4,8,2,8,1,8,1,2,3,6,9,7,8,4,3,9,9,3,5,3,1,6,8,2,3
279:2,9,1,6,8,9,1,9,1,6,9,4,2,2,4,5,9,4,3,3,2,3,4,3,3,7,5,5,8,8
280:8,7,2,3,5,5,5,4,9,2,5,5,8,5,9,1,2,8,3,2,7,6,4,2,7,4,7,3,5,3
281:9,5,5,9,9,2,2,4,7,7,9,4,3,1,5,2,8,1,6,4,3,9,9,2,7,5,3,6,1,3
282:7,4,8,7,1,9,3,4,4,3,9,4,3,1,4,7,8,8,2,6,9,2,1,1,9,1,9,9,8,7
283:8,6,4,6,3,2,2,6,2,2,8,5,6,8,4,4,5,2,8,7,2,1,1,8,8,8,8,4,4,9
284:4,2,7,5,4,3,3,9,6,5,8,3,3,9,4,4,4,1,3,6,3,2,2,9,9,2,6,1,6,7
285:1,7,2,5,5,6,2,3,1,8,6,1,4,7,1,1,5,3,6,2,4,9,7,9,5,1,4,2,9,5
286:9,3,5,5,5,2,8,2,7,4,4,1,7,8,4,2,2,3,9,3,3,5,5,1,4,1,8,3,2,9
287:1,1,3,7,7,7,2,9,5,4,7,2,5,4,3,1,5,1,3,4,6,7,4,7,3,3,9,5,9,9
288:1,1,9,1,9,8,5,8,9,7,1,6,1,8,3,6,8,2,6,7,5,8,4,3,9,8,1,4,6,6
289:1,9,7,1,9,3,7,9,8,5,8,6,1,1,7,7,1,8,7,2,3,3,7,4,6,1,8,4,6,6
290:2,1,7,6,6,2,6,4,5,5,3,2,3,2,9,2,2,2,6,6,1,4,4,3,1,9,1,7,7,7
291:3,8,6,8,5,2,2,9,2,4,9,4,9,6,8,7,4,7,2,5,8,7,6,2,9,5,1,2,4,8
292:2,3,2,6,8,1,7,4,1,6,6,9,1,2,3,8,8,8,5,2,3,9,1,7,8,2,8,1,4,6
293:2,5,5,5,7,8,6,3,2,2,9,6,2,6,2,9,8,8,1,1,7,7,8,3,2,3,8,1,1,1
294:7,2,4,1,1,4,9,2,6,3,6,1,3,3,8,8,9,7,5,2,2,2,9,8,9,6,1,2,2,3
295:3,3,1,2,7,9,3,3,1,4,3,2,7,1,3,5,7,9,3,1,4,8,9,2,8,8,4,2,7,8
296:5,4,6,8,3,1,5,7,7,9,1,3,9,7,3,1,4,6,4,5,5,9,1,2,6,3,6,6,2,2
297:2,9,4,3,3,9,2,1,8,7,4,7,4,1,9,9,3,9,4,9,9,2,7,2,2,2,8,2,7,4
298:2,9,4,5,3,3,2,5,8,4,1,1,8,8,2,2,1,9,4,1,1,5,1,6,7,9,5,5,9,3
299:3,4,8,5,6,8,7,5,6,6,6,2,2,2,2,9,4,8,9,3,2,9,2,4,7,1,8,6,4,7
300:7,8,8,9,6,7,8,1,9,4,3,2,6,7,5,3,4,7,2,9,9,2,4,1,5,9,4,9,2,7
301:8,4,9,3,4,9,5,2,1,6,5,7,4,4,8,5,9,5,5,6,5,7,2,3,6,6,3,9,4,8
302:1,1,4,2,3,9,7,7,1,3,1,1,2,6,6,6,3,5,9,4,1,4,2,6,5,6,6,8,8,1
303:1,1,7,8,3,6,3,6,8,6,2,7,5,7,4,3,2,8,5,7,5,7,1,9,4,6,1,6,7,3
304:1,9,4,7,4,6,9,3,3,7,5,8,1,9,5,1,5,8,1,7,8,9,1,5,3,3,1,6,5,4
305:4,7,5,6,4,1,8,5,5,7,9,4,6,7,1,6,7,7,9,1,4,6,1,4,6,2,9,7,4,5
306:3,3,1,1,7,9,3,3,1,4,3,2,7,1,3,5,7,9,3,1,4,8,9,2,8,8,4,2,7,8
307:5,6,2,2,4,6,3,7,7,5,2,7,7,8,9,1,2,8,3,3,8,5,5,5,9,6,3,2,9,2
308:4,9,4,8,9,2,4,3,3,3,2,6,6,1,4,3,5,3,4,7,9,6,5,9,7,6,1,1,5,4
309:7,3,3,4,8,5,9,6,1,5,7,8,5,3,4,8,5,3,9,3,6,1,5,1,8,4,8,8,7,4
310:5,8,2,7,5,8,4,7,9,6,5,1,9,7,1,4,7,5,9,8,8,2,6,3,4,2,7,3,1,2
311:6,5,6,1,3,7,3,6,6,2,6,1,5,8,1,1,3,5,4,1,1,4,2,8,1,6,5,6,1,1
312:3,7,4,1,1,8,3,7,3,2,1,5,4,7,9,3,1,1,3,4,6,8,7,6,5,3,1,4,7,7
313:2,9,6,4,1,4,2,7,3,3,2,7,9,4,7,3,1,3,3,6,8,3,3,7,5,7,2,2,8,5
314:2,9,6,8,9,5,9,2,5,3,3,6,5,8,5,5,1,6,6,9,1,3,8,7,9,6,3,1,2,6
315:1,8,2,6,7,9,6,2,9,6,8,2,8,9,1,5,1,1,5,5,6,1,7,1,9,7,7,3,2,5
316:8,7,9,6,1,2,5,3,6,6,3,6,5,5,4,5,2,2,2,1,2,2,3,8,4,8,6,3,7,5
317:6,3,2,7,2,7,4,1,4,7,1,8,4,4,8,9,4,8,3,1,1,4,9,7,2,9,8,6,5,1
318:3,8,3,8,9,6,9,2,9,8,1,3,1,1,9,5,3,7,3,5,5,5,8,8,9,6,6,3,8,4
319:6,6,5,2,8,3,9,4,2,6,1,2,4,4,7,9,7,7,6,6,1,9,8,6,2,6,5,2,5,9
320:5,5,1,1,1,3,8,6,3,1,6,7,1,5,8,2,2,6,5,4,9,2,5,6,7,9,7,2,7,5
321:4,7,4,7,9,6,5,6,8,5,4,5,5,1,5,2,5,8,3,8,1,9,9,3,2,1,9,6,4,6
322:5,9,1,6,1,1,5,9,3,6,3,5,2,5,7,6,9,5,5,5,9,5,7,7,8,9,8,9,8,5
323:9,8,9,4,8,3,2,9,6,8,8,1,2,2,2,8,9,8,2,6,1,2,1,1,8,4,6,6,3,1
324:3,5,6,9,1,8,4,6,3,7,5,1,9,1,1,1,9,7,6,6,8,5,4,5,1,3,6,5,3,8
325:7,4,4,9,8,6,5,8,6,9,7,6,4,8,9,9,3,3,7,4,5,7,1,5,2,7,7,1,2,3
326:8,7,2,3,5,5,5,4,9,2,5,5,8,5,9,1,2,8,3,2,7,6,4,2,7,4,7,3,5,5
327:8,2,7,9,6,6,7,4,6,3,7,2,8,5,6,4,8,7,3,2,8,2,3,2,2,8,8,7,2,7
328:9,3,8,9,5,8,6,4,1,7,4,3,1,3,5,4,4,1,4,1,2,2,2,5,3,9,6,8,1,5
329:7,9,9,4,2,3,4,4,3,4,8,5,3,5,6,9,1,7,8,2,6,8,2,2,7,5,7,4,2,6
330:4,9,9,4,3,1,5,9,4,9,2,9,6,5,5,4,7,1,3,3,1,4,4,9,7,6,1,4,5,6
331:7,4,8,9,4,3,6,2,9,5,7,1,8,5,8,9,5,4,2,1,8,8,7,4,3,2,9,2,3,8
332:7,9,7,4,5,2,2,6,9,7,5,2,4,9,6,7,9,9,6,1,3,5,4,4,5,8,9,8,3,7
333:1,2,6,3,7,5,3,3,4,8,2,7,4,8,7,8,8,4,6,9,8,7,3,5,4,9,8,6,6,7
334:9,3,8,9,5,8,6,4,1,7,4,3,1,3,5,4,4,1,4,1,2,2,2,5,3,9,6,8,1,8
335:9,5,3,4,1,1,2,4,8,6,8,4,8,5,8,2,6,1,8,9,8,6,3,9,5,6,3,1,9,5
336:8,4,2,4,6,4,1,7,2,6,6,5,7,6,3,9,3,4,2,5,5,5,8,2,8,5,3,7,8,1
337:8,9,6,7,6,3,9,6,6,4,4,4,6,1,5,9,6,2,2,1,8,5,2,3,4,4,2,9,4,1
338:2,7,7,4,4,4,3,5,7,9,9,8,9,8,8,9,2,2,7,8,3,3,2,7,7,1,7,2,9,5
339:6,8,4,8,5,5,1,3,7,5,9,6,9,1,7,1,8,6,1,6,2,7,1,9,3,6,1,3,6,7
340:9,6,8,3,4,7,7,9,6,1,5,8,1,3,3,9,1,9,5,6,4,6,6,8,4,6,9,6,5,7
341:4,6,1,8,3,7,3,4,5,9,3,3,9,8,5,2,6,6,1,7,2,7,9,2,7,9,7,6,5,9
342:1,6,9,6,3,2,5,1,2,4,2,5,4,3,6,4,8,1,6,6,1,4,8,7,9,4,2,2,9,9
343:3,8,7,5,2,5,4,8,5,2,2,6,2,1,5,2,1,3,4,8,9,9,8,2,5,5,8,3,7,2
344:8,8,5,2,6,3,5,7,3,1,1,6,1,1,1,3,8,5,2,1,8,8,2,6,7,6,8,4,8,6
345:3,8,4,1,1,6,6,8,9,4,8,5,9,2,5,6,6,3,3,3,7,3,6,5,7,8,9,2,6,7
346:6,5,6,1,3,7,3,6,6,2,6,4,5,8,1,1,3,5,4,1,1,4,2,8,1,6,5,6,1,1
347:4,7,4,7,9,6,5,6,8,5,4,5,5,1,5,2,5,8,3,8,1,9,2,3,2,1,9,6,4,6
348:6,3,2,9,8,5,9,4,6,7,5,2,5,8,6,7,9,2,7,8,8,3,5,4,6,3,6,9,3,5
349:5,7,7,5,5,5,9,4,6,3,6,7,8,5,1,4,4,9,7,1,9,1,6,5,7,5,6,8,7,4
350:9,3,5,8,7,1,4,8,8,7,9,7,8,7,5,7,4,8,3,7,2,8,6,5,2,1,1,2,7,5
351:1,5,2,6,4,3,8,6,7,2,8,2,4,1,2,1,1,8,9,4,5,1,8,6,7,3,2,6,7,1
352:1,4,5,5,9,4,9,7,8,7,6,1,5,6,6,9,9,5,6,4,1,7,4,8,2,1,7,5,1,4
353:9,8,1,3,1,9,6,8,5,6,4,3,2,6,5,3,4,6,5,5,1,8,4,6,4,7,7,8,7,2
354:9,3,8,5,4,2,9,2,7,3,6,7,8,7,9,2,7,5,1,1,2,6,8,5,3,2,3,7,1,7
355:9,3,7,7,7,2,9,8,7,1,3,1,4,7,3,4,5,5,3,6,7,7,4,1,7,9,4,5,7,4
356:4,2,3,8,5,9,3,5,9,6,7,3,7,8,1,7,1,6,6,1,2,6,3,2,2,6,2,6,3,2
357:4,9,9,4,3,1,5,9,4,9,2,9,6,5,5,4,7,1,3,3,1,4,4,9,7,6,1,4,2,6
358:2,4,8,9,2,6,5,5,4,2,2,4,5,2,7,2,8,9,4,2,4,3,5,3,3,3,6,5,3,9
359:5,3,7,7,5,5,1,3,7,4,2,4,2,7,7,5,2,9,5,6,3,6,2,8,1,7,4,4,8,8
360:3,8,7,5,2,5,4,8,5,2,2,6,2,1,5,2,1,3,4,8,9,9,8,2,5,5,8,3,7,1
361:7,2,4,3,9,6,8,4,1,3,6,6,1,4,3,2,1,8,6,6,8,6,5,8,1,3,7,2,2,2
362:6,6,7,7,1,8,9,8,8,1,9,1,3,7,5,5,8,2,6,6,3,2,1,2,8,5,3,2,9,6
363:4,4,5,7,5,1,8,8,8,8,9,5,4,6,3,7,1,7,5,3,6,9,4,2,4,9,5,9,4,9
364:3,8,8,4,9,5,8,1,4,3,2,7,2,4,7,5,1,6,1,2,8,6,5,5,9,3,7,4,6,9
365:3,8,7,5,2,5,4,8,5,2,2,6,2,1,5,2,1,3,4,8,9,9,4,2,5,5,8,3,7,1
366:1,1,3,3,9,9,6,6,8,9,9,7,2,6,2,2,1,3,4,2,9,8,4,8,3,1,2,9,7,4
367:2,9,6,9,7,7,8,9,5,1,9,4,2,9,4,2,4,6,6,1,4,2,3,1,8,3,8,1,3,8
368:2,3,8,7,2,9,2,2,2,9,3,8,9,3,1,3,2,3,9,1,1,2,2,1,9,9,5,8,2,7
369:3,9,3,6,7,4,4,1,7,2,4,9,3,8,3,2,6,8,2,6,6,9,3,4,6,1,3,3,2,8
370:5,9,1,8,4,8,5,4,5,5,2,7,6,6,7,5,9,2,4,2,5,2,6,9,1,6,4,4,4,1
371:2,8,5,9,3,9,9,1,2,2,1,5,8,6,4,2,6,4,3,8,2,8,3,2,8,3,4,3,7,2
372:2,6,5,2,5,5,1,3,5,8,5,9,4,3,2,6,5,8,2,3,1,8,9,8,4,9,2,6,3,6
373:3,4,4,7,1,1,7,8,8,4,3,4,1,9,9,3,8,2,8,7,4,2,5,4,6,1,8,1,8,6
374:5,8,5,9,6,6,2,1,3,7,4,9,2,1,5,1,1,4,3,7,4,4,2,9,9,5,3,2,5,1
375:5,8,6,7,7,8,3,3,3,8,3,3,2,2,7,6,2,5,4,3,2,5,2,7,2,1,7,5,7,1
376:8,4,9,7,1,4,4,6,6,8,5,8,7,7,6,3,1,7,3,9,9,8,5,5,4,7,3,8,9,6
377:9,1,2,9,4,8,4,4,6,3,3,2,9,7,3,9,2,6,3,8,2,8,2,9,2,3,5,3,4,9
378:3,5,1,3,6,5,2,8,3,5,3,8,2,1,3,1,8,2,9,2,1,5,5,1,2,8,8,4,9,8
379:6,3,6,2,4,6,4,1,7,8,6,5,5,9,2,5,8,3,4,4,1,9,3,1,8,4,7,4,5,1
380:8,5,2,3,7,1,1,4,4,5,6,4,2,8,1,7,1,2,8,5,5,1,5,1,1,3,4,1,4,5
381:9,5,5,9,9,2,2,4,7,7,9,4,3,1,5,2,8,1,6,4,3,9,9,2,7,5,3,8,1,6
382:9,4,8,3,4,8,4,6,9,5,6,5,2,5,1,1,2,2,9,4,6,7,6,8,7,4,4,4,5,2
383:6,9,9,9,1,8,3,1,4,7,4,1,1,1,3,2,5,6,8,7,2,2,4,4,3,8,2,7,4,2
384:4,5,2,1,7,7,2,7,3,4,9,6,6,5,8,6,6,9,2,4,7,2,7,3,2,2,6,8,7,8
385:7,3,6,5,5,3,4,4,7,6,3,1,9,8,2,8,4,2,8,6,4,6,7,4,3,8,4,7,3,8
386:7,4,4,7,1,8,6,5,8,3,4,2,2,4,6,6,6,7,5,9,9,8,3,5,5,9,7,2,3,3
387:9,5,3,4,1,1,5,4,8,6,8,4,8,5,8,2,6,1,8,9,8,6,3,9,5,6,3,1,9,5
388:7,4,4,9,8,6,5,8,6,9,7,6,4,8,9,9,3,3,7,4,5,7,1,5,2,7,7,1,2,6
389:2,1,9,2,4,1,9,4,4,8,6,3,7,6,8,9,8,6,2,7,1,3,2,1,5,5,5,1,4,3
390:6,3,2,9,8,5,9,4,6,7,5,2,5,8,6,7,9,2,7,8,8,3,5,4,6,3,6,9,3,5
391:4,9,9,4,3,1,5,9,4,9,2,9,6,5,5,4,7,1,3,3,1,4,4,9,7,6,1,4,2,1
392:8,7,8,4,5,4,2,6,2,4,9,9,1,8,5,3,5,9,2,5,4,3,6,2,5,1,4,1,2,7
393:6,8,4,3,7,7,7,9,5,2,3,2,3,2,7,3,8,8,8,5,2,1,2,8,8,3,4,6,1,1
394:9,1,5,8,3,1,2,2,2,9,2,8,4,9,4,1,1,4,8,6,2,3,1,3,9,5,5,4,6,3
395:3,3,9,5,8,4,7,2,8,2,3,3,5,5,6,6,6,2,4,5,7,6,8,5,1,4,2,2,4,6
396:4,8,9,8,8,8,8,3,1,3,7,6,9,3,4,9,5,8,2,1,6,4,5,7,5,2,9,7,8,5
397:4,6,1,1,2,4,1,3,5,7,9,1,3,6,2,3,7,4,6,8,5,3,4,2,2,3,7,8,5,6
398:4,7,7,4,9,9,4,3,7,8,6,6,8,2,8,7,3,7,5,4,9,1,6,1,7,8,4,3,7,4
399:4,6,4,5,2,2,2,8,1,1,9,9,7,2,9,3,7,8,9,6,2,9,9,5,5,3,2,4,2,3
400:2,9,4,3,3,9,2,1,8,7,4,7,4,1,9,9,3,9,4,9,9,2,7,2,2,2,8,2,7,5
401:9,8,1,3,1,9,6,8,5,6,4,3,2,6,5,3,4,6,5,5,1,8,4,6,4,7,7,8,7,6
402:9,5,4,9,7,3,5,2,2,2,7,6,5,3,8,6,6,5,5,2,4,1,8,4,9,8,4,8,5,8
403:9,1,1,3,2,6,2,2,7,2,1,3,2,5,4,5,8,9,2,2,9,4,1,6,9,9,9,1,7,2
404:9,4,8,7,1,9,3,4,4,3,9,4,3,1,4,7,8,8,2,6,9,2,1,1,9,1,9,9,8,8
405:6,5,5,9,6,3,6,7,7,3,5,5,8,7,7,7,5,5,2,6,1,5,3,3,1,7,7,6,4,1
406:6,1,7,7,1,8,9,8,8,1,9,1,3,7,5,5,8,2,6,6,3,2,1,2,8,5,3,2,9,6
407:1,7,2,1,7,2,4,5,5,7,6,5,1,6,8,8,5,8,2,5,1,4,1,9,9,2,6,2,7,8
408:4,2,8,8,4,6,3,7,5,5,2,8,2,4,4,4,1,1,3,4,7,1,7,1,4,8,1,8,3,7
409:4,7,5,6,4,1,8,5,5,7,9,4,6,7,1,6,7,7,9,1,4,6,1,4,6,2,9,7,4,3
410:3,1,6,2,4,6,8,9,9,4,1,2,7,9,3,2,9,1,6,5,1,9,6,9,2,1,1,9,1,3
411:9,1,1,3,2,6,2,2,7,2,1,3,2,5,4,5,8,9,2,2,9,4,1,6,9,9,9,1,7,3
412:2,2,8,8,3,2,5,1,5,2,4,5,3,4,1,9,4,8,3,7,2,2,3,5,2,1,1,4,6,3
413:4,5,2,1,7,7,2,7,3,4,9,6,6,5,8,6,6,9,2,4,7,2,7,3,2,2,6,8,7,8
414:9,3,7,7,7,2,9,8,7,1,3,1,4,7,3,4,5,5,3,6,7,7,4,1,7,5,4,5,7,4
415:2,7,7,1,7,1,4,5,6,1,4,5,5,3,2,5,7,5,8,3,2,4,3,3,6,7,4,7,9,7
416:9,4,8,7,1,9,3,4,4,3,9,4,3,1,4,7,8,8,2,6,9,2,1,1,9,1,9,9,8,7
417:6,9,9,9,1,8,3,1,4,7,4,1,1,1,3,2,5,6,8,7,2,2,4,4,3,8,2,7,4,1
418:5,3,7,7,5,5,1,3,7,4,2,4,2,7,7,5,2,9,5,6,3,3,2,8,1,7,4,4,8,9
419:2,6,5,2,5,5,1,3,5,8,5,9,4,3,2,6,5,8,2,3,1,8,9,8,4,9,2,6,3,9
420:4,2,3,8,3,3,3,9,9,2,9,4,9,4,6,8,9,3,4,5,4,4,6,2,3,4,4,1,5,3
421:8,1,8,9,9,3,8,9,8,6,3,7,2,1,6,2,3,3,7,2,7,5,8,9,4,6,5,6,1,8
422:5,3,4,8,5,4,6,8,7,5,5,6,7,1,1,7,4,5,5,1,3,6,7,2,8,8,2,1,3,5
423:1,4,3,4,3,5,7,1,9,6,4,7,7,5,8,6,9,9,8,8,6,7,9,5,8,5,3,9,3,3
424:5,8,5,6,4,1,8,1,8,2,4,3,6,3,1,3,2,5,6,9,2,2,9,3,2,2,8,3,6,5
425:4,5,7,5,4,8,1,4,9,8,2,8,5,5,3,7,9,5,8,4,5,9,6,2,6,7,3,1,1,7
426:8,9,6,5,7,1,4,8,7,5,8,9,3,8,1,6,7,7,1,6,1,3,1,5,8,4,7,4,9,9
427:5,6,4,7,9,1,9,2,8,1,9,6,9,2,2,4,5,2,1,8,5,9,1,3,2,9,4,8,7,8
428:4,6,4,9,1,5,3,1,3,7,2,9,6,6,9,1,3,7,7,5,2,2,4,5,2,5,7,4,1,4
429:9,5,3,4,1,1,5,4,8,6,8,4,8,5,8,2,6,1,8,9,8,6,3,9,5,6,3,1,9,8
430:9,7,1,4,6,4,2,6,1,1,3,6,6,3,3,1,4,8,4,1,2,7,7,7,5,8,6,9,9,8
431:9,5,4,9,7,3,8,2,2,2,7,6,5,3,8,6,6,5,5,2,4,1,8,4,9,8,4,8,5,8
432:7,4,4,7,1,8,6,5,5,3,4,2,2,4,6,6,6,7,5,9,9,8,3,5,5,9,7,2,3,7
433:9,1,2,9,4,8,4,4,6,3,3,2,9,7,3,9,2,6,3,8,2,8,2,9,2,3,5,3,4,7
434:3,1,6,2,4,6,8,9,9,4,1,2,7,9,3,2,9,1,6,5,1,9,6,9,2,1,1,9,1,1
435:5,9,1,8,4,8,5,4,5,5,2,7,6,6,7,5,9,2,4,2,5,2,6,8,1,6,4,4,4,8
436:3,3,1,1,7,9,3,3,1,4,3,2,7,1,3,5,7,9,3,1,4,8,9,2,8,8,4,2,7,7
437:2,4,8,9,2,6,5,5,4,2,2,4,5,2,7,2,8,9,4,2,4,2,5,3,3,3,6,5,3,1
438:1,1,3,7,7,7,2,9,5,4,7,2,5,4,3,1,5,1,3,4,6,6,4,7,3,3,9,5,9,3
439:5,3,7,7,5,5,1,3,7,4,2,4,2,7,7,5,2,9,5,6,3,6,2,8,1,7,4,4,8,9
440:3,5,7,7,7,8,6,8,4,7,1,6,4,1,7,3,9,3,6,6,1,3,8,7,3,4,5,5,5,9
441:7,3,3,4,8,5,9,6,1,5,7,8,4,3,4,8,5,3,9,3,6,1,5,1,8,4,8,8,7,9
442:1,1,9,5,9,2,1,6,1,1,4,8,5,1,1,9,4,8,5,3,1,3,9,4,8,7,7,2,9,3
443:5,9,1,8,4,8,5,4,5,5,2,7,6,6,7,5,9,2,4,2,5,2,6,9,1,6,4,4,4,8
444:2,7,6,1,7,1,4,5,6,1,4,5,5,3,2,5,7,5,8,3,2,4,3,3,6,7,4,7,9,4
445:2,6,7,3,5,9,6,5,2,9,8,1,1,2,6,7,7,2,7,2,2,4,4,5,1,5,7,9,3,6
446:6,7,1,3,8,2,5,3,2,5,9,9,5,2,3,3,1,9,2,6,3,4,5,5,7,5,6,3,4,2
447:3,5,1,3,6,5,2,8,3,5,3,8,2,1,3,1,8,2,9,2,1,5,5,1,2,8,6,4,9,2
448:1,6,7,2,5,4,5,6,2,7,9,3,5,4,7,2,9,9,5,7,8,7,7,4,6,6,4,1,2,8
449:5,8,5,9,6,6,2,4,3,7,4,9,2,1,5,1,1,4,3,7,4,4,2,9,9,5,3,2,5,1
450:5,2,6,3,4,1,8,4,8,9,4,2,5,4,6,4,5,4,5,4,3,3,9,4,2,1,1,9,9,9
